,groupId,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,rank,groupName
0,ACLU07,0.01027027,0.015135135,0,1,0.391304348,27,0.391304348,0.002162162,0.000540541,0,0.011351351,0.001081081,0,0.005945946,0.278918919,0.577079688,0.723923388,3,ACLU
1,Unitarian006,0.025641026,0.021978022,1,0,0.538461538,9,0.692307692,0.007326007,0.003663004,0.025641026,0.018315018,0,0.018315018,0,0.663003663,0.006451834,0.537620457,2,Unitarian
2,YV02,0.026578073,0.003322259,1,0,0.611111111,13,0.722222222,0.009966777,0.019933555,0.033222591,0.026578073,0,0,0.003322259,0.514950166,0.779285142,0.579184716,6,YV
3,DorothyDay406,0.050938338,0.00536193,1,0,0.35,9,0.45,0.021447721,0,0,0,0.002680965,0.016085791,0.002680965,0.522788204,0.773385579,0.576540447,4,DorothyDay
4,LiberalJudaism001,0.013574661,0.023190045,0,1,0.372093023,51,0.593023256,0.020361991,0.003393665,0.006221719,0.007918552,0.007352941,0.001696833,0.014705882,0.353506787,0.710380135,0.6159698,6,LiberalJudaism
5,ISIS004,0.016874136,0.019087137,0,1,0.484615385,109,0.838461538,0.00802213,0.005809129,0.004426003,0.009405256,0.03264177,0.003872752,0.021300138,0.237067773,0.781854721,0.626859297,2,ISIS
6,LiberalJudaism135,0.018489171,0.006867406,1,0,0.511627907,72,0.837209302,0.022715267,0.035393555,0.032752245,0.004754358,0.013734812,0,0.01320655,0.278394083,0.652398198,0.443592722,4,LiberalJudaism
7,Rabbinic052,0.021672687,0.018894137,1,0,0.268738574,234,0.427787934,0.001528202,0.002361767,0.017504862,0.011530981,0.029730481,0.000138927,0.012086691,0.176298972,0.657594233,0.563041126,4,Rabbinic
8,AEU010,0.022196262,0.018691589,1,0,0.328571429,41,0.585714286,0.011682243,0,0.003504673,0.013434579,0.004088785,0,0.022196262,0.339953271,0.73372807,0.782806457,8,AEU
9,YV27,0.054602184,0.029641186,1,0,0.32,25,0.5,0,0.020280811,0.001560062,0.00624025,0.031201248,0,0.007800312,0.455538222,0.706823762,0.618484539,5,YV
10,JohnPiper413,0.049211356,0.026182965,1,0,0.494186047,119,0.691860465,0.033123028,0.006940063,0.00851735,0.011356467,0.008832808,0.004100946,0.009463722,0.204416404,0.719907553,0.636675363,2,JohnPiper
11,ISIS009,0.027118644,0.023728814,1,0,0.666666667,6,0.666666667,0.003389831,0,0.003389831,0.013559322,0.010169492,0,0,0.613559322,0.246636063,0.581083736,1,ISIS
12,LiberalJudaism069,0.029780564,0.011494253,1,0,0.404761905,59,0.702380952,0.016718913,0.009926855,0.02246604,0.001567398,0.011494253,0.002089864,0.010449321,0.358934169,0.667048018,0.636022839,4,LiberalJudaism
13,SeaShepherds408,0.018075492,0.042530569,0,1,0.311926606,65,0.596330275,0.015417331,0.004784689,0.00744285,0.012759171,0.000531632,0.000531632,0.016480595,0.325358852,0.687457119,0.507854516,1,Shepherd
14,AEU006,0.039259424,0.027660049,1,0,0.240437158,145,0.792349727,0.025652465,0.01182244,0.001561454,0.012491635,0.008030337,0.002007584,0.016060674,0.287084542,0.754315412,0.857435597,6,AEU
15,AEU013,0.023172906,0.026737968,0,1,0.310344828,13,0.448275862,0.007130125,0,0.001782531,0.007130125,0,0,0.016042781,0.484848485,0.515307771,0.460333457,8,AEU
16,WBC294,0.032305433,0.023127753,1,0,0.489208633,98,0.705035971,0.019089574,0.016886931,0.041483113,0.008076358,0.017988253,0,0.008810573,0.243024963,0.673334676,0.596112311,1,WBC
17,JohnPiper559,0.032205595,0.019843852,1,0,0.415584416,96,0.623376623,0.014313598,0.005530254,0.01008458,0.011385817,0.012361744,0.000325309,0.010735198,0.189329863,0.75182182,0.649720304,4,JohnPiper
18,MalcolmX011,0.018480066,0.014431063,1,0,0.26534296,435,0.785198556,0.019206811,0.031769103,0.012977575,0.014015781,0.015988372,0.001038206,0.017960963,0.147113787,0.693204622,0.681160396,2,MalcolmX
19,WBC324,0.021168891,0.004601933,1,0,0.520547945,56,0.767123288,0.011044639,0.00276116,0.00414174,0.018867925,0.040497009,0.000460193,0.011504832,0.242061666,0.782362484,0.462987027,1,WBC
20,PastorAnderson155,0.022934537,0.016884876,1,0,0.389312977,474,0.723664122,0.008939052,0.02013544,0.01255079,0.016704289,0.026455982,0.003611738,0.016975169,0.098781038,0.694688797,0.632897576,1,Anderson
21,Rabbinic011,0.017478617,0.013387877,1,0,0.374301676,98,0.547486034,0.003346969,0.004462626,0.013759762,0.006322053,0.034585348,0.017478617,0.011156564,0.252138341,0.64423484,0.530877676,4,Rabbinic
22,Rabbinic032,0.020576132,0.021604938,0,1,0.234482759,66,0.455172414,0.001028807,0.001028807,0.00617284,0.012345679,0.043209877,0.004115226,0.015432099,0.294238683,0.629831003,0.629576252,4,Rabbinic
23,Shepherd005,0.026898048,0.032537961,0,1,0.282296651,124,0.593301435,0.00824295,0.012581345,0.020824295,0.009978308,0.022559653,0.002603037,0.015618221,0.281561822,0.655462075,0.586214588,1,Shepherd
24,PastorAnderson072,0.022051103,0.012250613,1,0,0.490566038,122,0.767295597,0.01540077,0.018550928,0.0140007,0.01260063,0.011550578,0.001050053,0.025901295,0.173258663,0.710282769,0.622488229,1,Anderson
25,Unitarian145,0.024363234,0.019047619,1,0,0.203045685,233,0.591370558,0.014839424,0.010409745,0.042303433,0.008637874,0.003986711,0.009966777,0.012624585,0.256921373,0.675800192,0.514337817,7,Unitarian
26,JohnPiper265,0.020510674,0.010883215,1,0,0.483050847,83,0.703389831,0.01213897,0.002511511,0.004604437,0.004604437,0.033486815,0,0.007953118,0.191712013,0.78616666,0.834559504,4,JohnPiper
27,MehrBaba263,0.04625,0.03375,1,0,0.826086957,21,0.913043478,0.09125,0,0.00125,0,0.03,0,0.005,0.37125,0.76052339,0.624718089,5,MehrBaba
28,Rabbinic029,0.011534025,0.01230296,0,1,0.248677249,88,0.465608466,0.004998078,0.004229143,0.006920415,0.021145713,0.018454441,0.002306805,0.020376778,0.259900038,0.733324316,0.791953826,4,Rabbinic
29,Shepherd726,0.029976019,0.036370903,0,1,0.194552529,154,0.59922179,0.020383693,0.021982414,0.023181455,0.01598721,0.022781775,0.005195843,0.007593925,0.262589928,0.652978547,0.489921291,2,Shepherd
30,MehrBaba048,0.026595745,0.020516717,1,0,0.452991453,109,0.931623932,0.001519757,0.010258359,0.061170213,0.008358663,0.030395137,0.002659574,0.007598784,0.300531915,0.672532827,0.617734072,6,MehrBaba
31,JohnPiper031,0.026054591,0.037841191,0,1,0.428571429,66,0.725274725,0.0117866,0.019851117,0.017990074,0.004962779,0.035359801,0.000620347,0.013027295,0.29528536,0.644016509,0.612990413,3,JohnPiper
32,JohnPiper008,0.031795947,0.035988819,0,1,0.375722543,108,0.624277457,0.031795947,0.013277428,0.005590496,0.00698812,0.00873515,0,0.008385744,0.259958071,0.674478843,0.449454604,5,JohnPiper
33,ACLU10,0.013651877,0.035836177,0,1,0.456521739,22,0.47826087,0.005119454,0,0,0.006825939,0.003412969,0.001706485,0.018771331,0.389931741,0.678367263,0.732896515,3,ACLU
34,PastorAnderson093,0.029562847,0.02138589,1,0,0.409660107,454,0.81216458,0.024006709,0.019498899,0.016249083,0.016039417,0.023063214,0,0.020127896,0.100534647,0.639178783,0.713922693,1,Anderson
35,Rabbinic055,0.022247254,0.013235708,1,0,0.252459016,139,0.455737705,0.002252887,0.002534497,0.014362152,0.0208392,0.036609406,0.000563222,0.018867925,0.242748522,0.65902386,0.60732579,4,Rabbinic
36,YV09,0.035876705,0.010106114,1,0,0.277777778,74,0.685185185,0.008590197,0.010106114,0.006568974,0.009600808,0.026781203,0.002021223,0.009095503,0.3097524,0.710387859,0.634385752,7,YV
37,Rabbinic035,0.011102887,0.013323464,0,1,0.2,54,0.432,0.00296077,0.007401925,0.009622502,0.021465581,0.034789045,0,0.017024426,0.310880829,0.693976422,0.700648909,4,Rabbinic
38,ISIS003,0.036363636,0.025,1,0,0.279069767,21,0.488372093,0.002272727,0.006818182,0,0.022727273,0.011363636,0,0.007954545,0.409090909,0.783809564,0.728928801,1,ISIS
39,Rabbinic014,0.006940874,0.015167095,0,1,0.312280702,125,0.438596491,0.001542416,0.002056555,0.016709512,0.009768638,0.023650386,0.002056555,0.018508997,0.21285347,0.661862871,0.659890483,4,Rabbinic
40,LiberalJudaism117,0.027160494,0.020576132,1,0,0.396551724,49,0.844827586,0.033744856,0.023868313,0.026337449,0.001646091,0.009876543,0,0.019753086,0.374485597,0.689656856,0.629901371,4,LiberalJudaism
41,Rabbinic034,0.018908698,0.015667207,1,0,0.173228346,48,0.377952756,0.001080497,0.002701243,0.008643976,0.003241491,0.024851432,0.005402485,0.011345219,0.287952458,0.748001037,0.700399236,4,Rabbinic
42,Unitarian276,0.01795977,0.028017241,0,1,0.472527473,83,0.912087912,0.00862069,0.011494253,0.064655172,0.010057471,0.010775862,0.000718391,0.017241379,0.297413793,0.70735687,0.597191697,3,Unitarian
43,MehrBaba097,0.023199023,0.072039072,0,1,0.616666667,40,0.666666667,0.004884005,0.041514042,0.001221001,0.008547009,0.014652015,0,0.012210012,0.306471306,0.662009186,0.590964987,5,MehrBaba
44,YV05,0.037227214,0.022464698,1,0,0.335664336,101,0.706293706,0.016688062,0.059050064,0.014120668,0.010911425,0,0,0.011553273,0.272785623,0.694130954,0.628187391,4,YV
45,Unitarian118,0.023324331,0.0203781,1,0,0.253787879,152,0.575757576,0.012767002,0.005155905,0.008838694,0.006137982,0.02356985,0.000982077,0.007365578,0.295359686,0.673564761,0.584605724,6,Unitarian
46,YV12,0.037037037,0.00617284,1,0,0.411764706,7,0.411764706,0.00617284,0.00617284,0,0.00617284,0.00617284,0,0.015432099,0.49382716,0.837462966,0.608677117,6,YV
47,SeaShepherds400,0.027522936,0.033639144,0,1,0.456140351,34,0.596491228,0.004077472,0,0.004077472,0.034658512,0.011213048,0,0.009174312,0.399592253,0.680742079,0.531921213,2,Shepherd
48,SeaShepherds402,0.028282828,0.03030303,0,1,0.541666667,14,0.583333333,0.032323232,0,0,0.006060606,0,0,0.006060606,0.436363636,0.793772015,0.801489296,2,Shepherd
49,AEU003,0.023121387,0.054913295,0,1,0.666666667,8,0.666666667,0.037572254,0,0,0.005780347,0,0,0.011560694,0.514450867,0.750211193,0.522825838,8,AEU
50,MehrBaba002,0.029307282,0.021314387,1,0,0.285714286,19,0.452380952,0.000888099,0.000888099,0.023090586,0.000888099,0.005328597,0.000888099,0.010657194,0.423623446,0.717306406,0.575020294,6,MehrBaba
51,LiberalJudaism109,0.018896447,0.012849584,1,0,0.452830189,44,0.830188679,0.04686319,0.007558579,0.008314437,0.009826153,0.003023432,0.002267574,0.010582011,0.34542706,0.718942836,0.761599956,3,LiberalJudaism
52,Rabbinic003,0.021768252,0.009377093,1,0,0.12704918,92,0.37704918,0.002344273,0.006028131,0.006363027,0.006697924,0.022438044,0.000334896,0.024782317,0.263563295,0.820331819,0.644228221,4,Rabbinic
53,DorothyDay399,0.033829499,0.02165088,1,0,0.514285714,30,0.857142857,0.01894452,0,0.00811908,0.01488498,0.02165088,0.00270636,0.00811908,0.427604871,0.813610765,0.824332314,3,DorothyDay
54,Rabbinic027,0.012820513,0.016826923,0,1,0.228571429,85,0.404761905,0.000801282,0.003205128,0.015625,0.014022436,0.030448718,0.000801282,0.018830128,0.238782051,0.681643263,0.679604187,4,Rabbinic
55,YV16,0.007949126,0.004769475,1,0,0.682539683,50,0.793650794,0.0063593,0.079491256,0.014308426,0.004769475,0.007949126,0.007949126,0.023847377,0.317965024,0.724811001,0.653978066,5,YV
56,Bahai07,0.014267185,0.016861219,0,1,0.37037037,13,0.481481481,0.002594034,0.001297017,0,0.003891051,0,0,0.010376135,0.428015564,0.762996781,0.651408442,5,Bahai
57,DorothyDay056,0.018181818,0.018181818,0,1,0.47826087,18,0.782608696,0.002597403,0.01038961,0,0.002597403,0,0.046753247,0.028571429,0.477922078,-0.290661612,0.59882257,3,DorothyDay
58,ISIS012,0.012337662,0.035064935,0,1,0.476190476,56,0.888888889,0.013636364,0.007792208,0.028571429,0.013636364,0.019480519,0,0.005844156,0.353896104,0.727431335,0.704713872,1,ISIS
59,Rabbinic026,0.026695669,0.015028673,1,0,0.128686327,174,0.466487936,0.002175203,0.006723354,0.008503065,0.010678268,0.03401226,0.004350405,0.01562191,0.203875816,0.729483022,0.662339049,4,Rabbinic
60,Rabbinic013,0.024530756,0.014309608,1,0,0.258241758,184,0.505494505,0.004274298,0.001300873,0.014867125,0.007247723,0.032521836,0.003345103,0.01393793,0.205909682,0.654945172,0.565810915,4,Rabbinic
61,YV50,0.061371841,0.012635379,1,0,0.558823529,22,0.647058824,0.05234657,0,0.003610108,0.005415162,0.003610108,0.003610108,0.010830325,0.388086643,0.77837774,0.633961004,6,YV
62,Bahai14,0.026993865,0.004907975,1,0,0.482758621,17,0.586206897,0.020858896,0,0,0.004907975,0.014723926,0,0.004907975,0.347239264,0.809304524,0.859729087,4,Bahai
63,JohnPiper256,0.028854436,0.015934539,1,0,0.417218543,106,0.701986755,0.014211886,0.019379845,0.002153316,0.010766581,0.029285099,0.011197244,0.011627907,0.226528854,0.679693287,0.566452437,3,JohnPiper
64,Rabbinic042,0.01958307,0.017372078,1,0,0.243542435,125,0.461254613,0.006001263,0.001263424,0.008212255,0.003474416,0.044535692,0.000631712,0.014213519,0.228363866,0.690709146,0.606717986,4,Rabbinic
65,LiberalJudaism023,0.024824952,0.027371101,0,1,0.492537313,50,0.746268657,0.047103756,0.006365372,0.010821133,0.005728835,0.003182686,0,0.012094208,0.324633991,0.733023196,0.621492699,2,LiberalJudaism
66,JohnPiper358,0.017929016,0.013538236,1,0,0.467625899,82,0.589928058,0.016099524,0.017563117,0.006586169,0.007317966,0.020490304,0,0.003293085,0.185510428,0.684269084,0.84315097,1,JohnPiper
67,Rabbinic051,0.010769231,0.012615385,0,1,0.248908297,102,0.445414847,0.003076923,0.002153846,0.007076923,0.010461538,0.029846154,0.022153846,0.008,0.240615385,0.733350716,0.641893971,4,Rabbinic
68,LiberalJudaism031,0.025291829,0.042153048,0,1,0.486111111,56,0.777777778,0.02075227,0.00843061,0.009727626,0.017509728,0.003891051,0.017509728,0.007133593,0.381322957,0.73528766,0.385494166,2,LiberalJudaism
69,Rabbinic036,0.00795053,0.016342756,0,1,0.246835443,85,0.537974684,0.000883392,0.003533569,0.00795053,0.026060071,0.030918728,0.007067138,0.009717314,0.291519435,0.647301082,0.600536172,4,Rabbinic
70,WBC039,0.016684416,0.033368832,0,1,0.412790698,85,0.494186047,0.007099752,0.007454739,0.004614838,0.017749379,0.027334043,0.001774938,0.008164714,0.23571175,0.714994283,0.74266249,2,WBC
71,MehrBaba081,0.016877637,0.012658228,1,0,0.545454545,13,0.590909091,0.002109705,0.010548523,0,0,0.004219409,0,0.016877637,0.331223629,0.807328838,0.888252463,7,MehrBaba
72,MehrBaba061,0.031176471,0.015882353,1,0,0.393442623,55,0.901639344,0.006470588,0.016470588,0.017647059,0.003529412,0.004705882,0.032352941,0.015882353,0.374117647,0.760909315,0.773386,8,MehrBaba
73,JohnPiper103,0.026709402,0.016025641,1,0,0.204081633,12,0.244897959,0.021367521,0.025641026,0.010683761,0.002136752,0.019230769,0,0.003205128,0.34508547,0.746206991,0.639940519,3,JohnPiper
74,ACLU01,0.008264463,0.047225502,0,1,0.43902439,26,0.634146341,0.010625738,0.001180638,0.0094451,0.007083825,0.033057851,0,0.007083825,0.45690673,0.616043343,0.433556172,3,ACLU
75,DorothyDay412,0.034387895,0.027510316,1,0,0.333333333,28,0.622222222,0.031636864,0.006877579,0.011004127,0.002751032,0.004126547,0.004126547,0.013755158,0.447042641,0.773183589,0.469079469,3,DorothyDay
76,MehrBaba069,0.039796782,0.009314141,1,0,0.723404255,42,0.893617021,0.008467401,0.00592718,0.011854361,0.00762066,0.040643522,0,0.011854361,0.377646063,0.695859149,0.556721188,7,MehrBaba
77,MehrBaba041,0.031442242,0.009569378,1,0,0.507246377,48,0.695652174,0.003417635,0,0.022556391,0.002050581,0.015721121,0.019822283,0.028024607,0.336295284,0.69313788,0.733568708,7,MehrBaba
78,Rabbinic022,0.022084806,0.013250883,1,0,0.211538462,69,0.442307692,0.002650177,0.003975265,0.014575972,0.024293286,0.026501767,0.003533569,0.017226148,0.27385159,0.697817354,0.695025821,4,Rabbinic
79,JohnPiper572,0.036870952,0.033383159,1,0,0.402777778,83,0.576388889,0.026407573,0.01145989,0.022421525,0.000996512,0.021923269,0,0.011958146,0.301943199,0.611568231,0.528360249,3,JohnPiper
80,SeaShepherds397,0.037681159,0.023188406,1,0,0.882352941,15,0.882352941,0.046376812,0.023188406,0,0.005797101,0,0,0,0.524637681,0.674545058,0.437062563,1,Shepherd
81,Rabbinic028,0.021950817,0.007426968,1,0,0.143451143,195,0.405405405,0.001815481,0.00396105,0.011883149,0.009077406,0.023436211,0.000660175,0.017164549,0.189140122,0.801210771,0.595728904,4,Rabbinic
82,MehrBaba228,0.049559471,0.016519824,1,0,0.364705882,49,0.576470588,0.006057269,0.009911894,0.008259912,0.00715859,0.021475771,0.001651982,0.010462555,0.327643172,0.624726323,0.589994851,4,MehrBaba
83,ISIS008,0.012484395,0.024656679,0,1,0.595744681,73,0.776595745,0.009363296,0.009051186,0.004369538,0.015917603,0.014981273,0,0.012172285,0.258114856,0.710783564,0.560929319,1,ISIS
84,Unitarian068,0.027226319,0.018718094,1,0,0.230414747,134,0.617511521,0.011060692,0.002836075,0.030062394,0.010777085,0.014463982,0.00340329,0.011627907,0.317923993,0.672569676,0.536925084,3,Unitarian
85,MehrBaba009,0.036756126,0.015169195,1,0,0.527777778,49,0.680555556,0.002917153,0,0.005250875,0.008751459,0.029754959,0,0.015752625,0.294632439,0.768238215,0.61639261,6,MehrBaba
86,Rabbinic056,0.022643497,0.020273828,1,0,0.244966443,141,0.473154362,0.003422854,0.005792522,0.012111638,0.034755134,0.02685624,0.001843075,0.012111638,0.229594523,0.682593072,0.639191679,4,Rabbinic
87,ACLU09,0.015217391,0.020652174,0,1,0.40625,17,0.53125,0.006521739,0.001086957,0,0.00326087,0,0,0.019565217,0.401086957,0.701179359,0.607449832,3,ACLU
88,MehrBaba005,0.032258065,0.027073733,1,0,0.34939759,47,0.56626506,0.001152074,0.001728111,0.000576037,0.006336406,0.009792627,0,0.023617512,0.360023041,0.674805897,0.540547717,6,MehrBaba
89,YV56,0.015523933,0.015523933,0,1,0.371428571,51,0.728571429,0,0.062095731,0.029754204,0.002587322,0.001293661,0.006468305,0.029754204,0.31694696,0.726058983,0.579253923,5,YV
90,WBC410,0.024613221,0.034692921,0,1,0.446236559,139,0.747311828,0.003281763,0.00867323,0.017815284,0.015939991,0.016877637,0.01875293,0.006329114,0.201593999,0.667292701,0.62658756,1,WBC
91,ACLU05,0.030952381,0.029761905,1,0,0.547619048,34,0.80952381,0.026190476,0,0.005952381,0.001190476,0.047619048,0.001190476,0.005952381,0.442857143,0.693449363,0.554392761,3,ACLU
92,DorothyDay081,0.02248357,0.030093393,0,1,0.490909091,99,0.9,0.020062262,0.003459011,0.00968523,0.00657212,0.027672086,0.023175372,0.00657212,0.285022484,0.692289822,0.700691663,3,DorothyDay
93,SeaShepherds409,0.03562341,0.030534351,1,0,0.476190476,17,0.80952381,0.081424936,0.005089059,0,0.010178117,0,0.015267176,0.002544529,0.470737913,0.819925496,0.647116919,3,Shepherd
94,JohnPiper503,0.031073446,0.019303202,1,0,0.406504065,81,0.658536585,0.02354049,0.028719397,0.011299435,0.001412429,0.033898305,0,0.007062147,0.265536723,0.63609172,0.623267788,3,JohnPiper
95,Rabbinic039,0.015876016,0.021168021,0,1,0.264705882,184,0.450980392,0.001134001,0.006993007,0.011340011,0.005859006,0.036666037,0.003024003,0.016632017,0.203742204,0.696258871,0.634417366,4,Rabbinic
96,PastorAnderson089,0.0211087,0.018938647,1,0,0.450094162,436,0.821092279,0.016571316,0.015190373,0.019925035,0.020812784,0.022292365,0,0.015190373,0.097849674,0.678455319,0.71614264,1,Anderson
97,JohnPiper032,0.02583423,0.037674919,0,1,0.487179487,85,0.726495726,0.01883746,0.013993541,0.013993541,0.00861141,0.034983854,0,0.009149623,0.270182992,0.676367772,0.713595475,3,JohnPiper
98,YV45,0.053359684,0.019762846,1,0,0.270833333,28,0.583333333,0.003952569,0.059288538,0,0.001976285,0.007905138,0,0.02173913,0.444664032,0.742725785,0.54416115,7,YV
99,Rabbinic049,0.016363636,0.023116883,0,1,0.328719723,150,0.519031142,0.003116883,0.005714286,0.018701299,0.008311688,0.026233766,0.033506494,0.009350649,0.219480519,0.609605965,0.653584421,4,Rabbinic
100,MehrBaba231,0.012658228,0.021518987,0,1,0.636363636,26,0.787878788,0.012658228,0.006329114,0.013924051,0.02278481,0.020253165,0,0.007594937,0.397468354,0.776419154,0.84437071,3,MehrBaba
101,Rabbinic046,0.013959672,0.01905606,0,1,0.24099723,162,0.448753463,0.001329493,0.004653224,0.013516508,0.026811434,0.021715045,0.002215821,0.014624418,0.214934633,0.713300167,0.567686352,4,Rabbinic
102,Rabbinic009,0.016417473,0.017883319,0,1,0.20754717,111,0.418867925,0.001172677,0.004104368,0.011433597,0.004397537,0.040750513,0.000879507,0.015831135,0.211668133,0.693935456,0.674003252,4,Rabbinic
103,MehrBaba015,0.033333333,0.017741935,1,0,0.483870968,42,0.677419355,0.001612903,0.002688172,0.002150538,0.004301075,0.026344086,0.000537634,0.007526882,0.333333333,0.70614757,0.618083051,7,MehrBaba
104,MalcolmX002,0.014987604,0.020509353,0,1,0.318637275,383,0.76753507,0.016114492,0.025918413,0.021861618,0.026819923,0.013297273,0,0.01532567,0.151679062,0.689361439,0.544888486,2,MalcolmX
105,MehrBaba031,0.030508475,0.016949153,1,0,0.5,32,0.761904762,0.001129944,0.003389831,0.021468927,0.007909605,0.021468927,0,0.011299435,0.401129944,0.75174373,0.493448678,5,MehrBaba
106,AEU014,0.022312373,0.034482759,0,1,0.411764706,10,0.588235294,0.038539554,0,0,0.004056795,0,0,0.002028398,0.482758621,0.818833761,0.672188407,7,AEU
107,MehrBaba119,0.025048924,0.018786693,1,0,0.242105263,58,0.610526316,0.001565558,0.001956947,0.001565558,0.007436399,0.010176125,0.02074364,0.009001957,0.345596869,0.705837586,0.719118249,7,MehrBaba
108,SeaShepherds399,0.039611964,0.018593371,1,0,0.433333333,53,0.883333333,0.009700889,0.00323363,0.029911075,0.021018593,0,0,0.012126112,0.396928052,0.709858724,0.6648941,3,Shepherd
109,Bahai28,0.03930131,0.008733624,1,0,0.4375,13,0.8125,0.004366812,0,0,0.021834061,0.061135371,0,0.004366812,0.480349345,0.280812524,0.686010553,6,Bahai
110,Bahai66,0.025449102,0.011976048,1,0,0.470588235,29,0.852941176,0.046407186,0,0.005988024,0.002994012,0.002994012,0.002994012,0.020958084,0.471556886,0.701138232,0.451970104,5,Bahai
111,MehrBaba147,0.034634415,0.015942826,1,0,0.514285714,55,0.785714286,0.018691589,0,0,0.007146784,0.026937878,0,0.010995052,0.320505772,0.831713686,0.788285867,6,MehrBaba
